name,country,primary_fuel,commissioning_year,extracted_gdp
Merrimack,USA,Coal,1966,815000000000.0
Mesa CSG 1 Murdock,USA,Solar,2019,21380976119000.0
Mesa CSG 2 Massicotte,USA,Solar,2019,21380976119000.0
Mesa PV1,USA,Solar,2015,18206020741000.0
Mesa Wind Power Corp,USA,Wind,1984,4037613000000.0
Mesalands Comm College Wind Turbine,USA,Wind,2009,14478064934000.0
Mesquite Creek LFGTE Project,USA,Waste,2011,15599728123000.0
Mesquite Creek Wind,USA,Wind,2015,18206020741000.0
Mesquite Generating Station Block 1,USA,Gas,2003,11456442041000.0
Mesquite Generating Station Block 2,USA,Gas,2004,12217193198000.0
Mesquite Lake Energy Park Plant 2,USA,Waste,1987,4855215000000.0
Mesquite Lake Water & Power Plant 1,USA,Waste,2009,14478064934000.0
Mesquite Solar 1,USA,Solar,2012,16253972230000.0
Mesquite Solar 2  LLC,USA,Solar,2017,19477336549000.0
Mesquite Solar 3  LLC,USA,Solar,2017,19477336549000.0
Mesquite Wind Power LLC,USA,Wind,2007,14474226905000.0
Mesteno,USA,Wind,2020,21060473613000.0
Metcalf Energy Center,USA,Gas,2005,13039199193000.0
Methuen Landfill,USA,Solar,2013,16843190993000.0
Metro Gas Recovery,USA,Waste,1990,5963144000000.0
Metro Methane Recovery Facility,USA,Waste,2004,12217193198000.0
Metro Support Services Center Solar,USA,Solar,2005,13039199193000.0
Metro Wastewater Reclamation District,USA,Biomass,1992,6520327000000.0
Metropolitan Sewerage District,USA,Hydro,1988,5236438000000.0
Mexico,USA,Oil,1978,2351599000000.0
Meyersdale Battery,USA,Storage,2016,18695110842000.0
Meyersdale Windpower  LLC,USA,Wind,2004,12217193198000.0
Miami Dade County Resource Recovery Fac,USA,Waste,1982,3343789000000.0
Miami Dade Solar Energy Center,USA,Solar,2019,21380976119000.0
Miami Fort,USA,Coal,1976,1873412000000.0
Miami Wind Energy Center,USA,Wind,2014,17550680174000.0
Michael Solar,USA,Solar,2018,20533057312000.0
Michelangelo Wind 1 LLC,USA,Wind,2017,19477336549000.0
Michelangelo Wind 3 LLC,USA,Wind,2017,19477336549000.0
Michelangelo Wind 4 LLC,USA,Wind,2017,19477336549000.0
Michell Butte Power Project,USA,Hydro,1989,5641580000000.0
Michigan City,USA,Coal,1974,1545243000000.0
Michigan Power LP,USA,Gas,1995,7639749000000.0
Michigan Wind 1,USA,Wind,2009,14478064934000.0
Michigan Wind 2,USA,Wind,2012,16253972230000.0
Mickleton Station,USA,Gas,1974,1545243000000.0
Micro Santa Clara,USA,Gas,2018,20533057312000.0
Mid-Georgia Cogeneration Facility,USA,Gas,1997,8577554457000.0
Mid-Set Cogeneration,USA,Gas,1989,5641580000000.0
Middle Daisy,USA,Solar,2017,19477336549000.0
Middle Falls Hydro,USA,Hydro,1989,5641580000000.0
Middle Fork,USA,Hydro,1966,815000000000.0
Middle Fork Irrigation District,USA,Hydro,1986,4579631000000.0
Middlebury College,USA,Waste,1993,6858559000000.0
Middlebury Solar,USA,Solar,2012,16253972230000.0
Middlesex Apple Orchard Solar,USA,Solar,2013,16843190993000.0
Middlesex Generating Facility,USA,Waste,1982,3343789000000.0
Middleton Solar Park,USA,Solar,2018,20533057312000.0
Middletown,USA,Oil,1967,861700000000.0
Middletown Coke Company  LLC,USA,Gas,2012,16253972230000.0
Middletown Energy Center,USA,Gas,2018,20533057312000.0
Midland Cogeneration Venture,USA,Gas,1989,5641580000000.0
Midlothian Energy Facility,USA,Gas,2000,10250947997000.0
Midulla Generating Station,USA,Gas,2003,11456442041000.0
Midway Peaking LLC,USA,Gas,2009,14478064934000.0
Midway Solar - TX,USA,Solar,2019,21380976119000.0
Midway Solar Farm 1,USA,Solar,2018,20533057312000.0
Midway Solar Farm II,USA,Solar,2017,19477336549000.0
Midway Solar Farm III,USA,Solar,2018,20533057312000.0
Midway Sunset Cogen,USA,Gas,1989,5641580000000.0
Midway Wind  LLC,USA,Wind,2019,21380976119000.0
Midwest Energy Community Solar Array,USA,Solar,2015,18206020741000.0
Miki Basin,USA,Oil,1992,6520327000000.0
Milam Gas Recovery,USA,Gas,1991,6158129000000.0
Milan,USA,Gas,2017,19477336549000.0
Mile 28 Water Power Project,USA,Hydro,1994,7287236000000.0
Mile Farm,USA,Solar,2014,17550680174000.0
Miles City GT,USA,Gas,1972,1279110000000.0
Milford,USA,Oil,1989,5641580000000.0
Milford 2,USA,Solar,2016,18695110842000.0
Milford Flat Solar Plant,USA,Solar,2015,18206020741000.0
Milford Power LP,USA,Gas,1993,6858559000000.0
Milford Power Project,USA,Gas,2004,12217193198000.0
Milford Solar Farm,USA,Solar,2013,16843190993000.0
Milford Solar Farm (NJ) LLC,USA,Solar,2019,21380976119000.0
Milford Wind Corridor I LLC,USA,Wind,2009,14478064934000.0
Milford Wind Corridor Stage II LLC,USA,Wind,2011,15599728123000.0
Milhurst Solar,USA,Solar,2016,18695110842000.0
Mill C,USA,Hydro,1969,1019900000000.0
Mill Creek (KY),USA,Coal,1977,2081826000000.0
Mill Creek (SC),USA,Gas,2003,11456442041000.0
Mill Creek Solar,USA,Solar,2012,16253972230000.0
Mill Creek Solar (OR),USA,Solar,2018,20533057312000.0
Mill Pond Solar  LLC,USA,Solar,2019,21380976119000.0
Mill Pond Solar Farm  LLC,USA,Solar,2017,19477336549000.0
Mill Run Windpower LLC,USA,Wind,2002,10929112955000.0
Mill Seat Renewable Energy Facility,USA,Waste,2007,14474226905000.0
Millbrook School,USA,Solar,2015,18206020741000.0
Millbury Solar,USA,Solar,2014,17550680174000.0
Millcreek Power Generation,USA,Gas,2008,14769857911000.0
Millennium Power,USA,Gas,2001,10581929774000.0
MillerCoors Shenandoah Brewery,USA,Biomass,2012,16253972230000.0
Millers Ferry,USA,Hydro,1970,1073303000000.0
Millersville LFG,USA,Waste,2012,16253972230000.0
Millikan BESS,USA,Storage,2017,19477336549000.0
Millikan Farm,USA,Solar,2015,18206020741000.0
Millington Solar Farm,USA,Solar,2019,21380976119000.0
Mills Anson Farm,USA,Solar,2016,18695110842000.0
Millstone,USA,Nuclear,1981,3207041000000.0
Millville City Sewer Auth WTP,USA,Solar,2013,16843190993000.0
Milner Butte LFGE,USA,Waste,2018,20533057312000.0
Milner Dam Wind Park LLC,USA,Wind,2011,15599728123000.0
Milner Hydro,USA,Hydro,1992,6520327000000.0
Milo Solar,USA,Solar,2016,18695110842000.0
Milo Wind Project LLC,USA,Wind,2016,18695110842000.0
Milstead,USA,Hydro,1994,7287236000000.0
Milton R Young,USA,Coal,1974,1545243000000.0
Minco Wind I  LLC,USA,Wind,2011,15599728123000.0
Minco Wind II  LLC,USA,Wind,2011,15599728123000.0
Minco Wind III  LLC,USA,Wind,2013,16843190993000.0
Minco Wind IV  LLC,USA,Wind,2019,21380976119000.0
Minden Wind Park,USA,Wind,2013,16843190993000.0
Mine Falls Generating Station,USA,Hydro,1986,4579631000000.0
Minidoka,USA,Hydro,1980,2857307000000.0
Minisink Community Solar 2 LLC,USA,Solar,2018,20533057312000.0
Minisink Solar 1 LLC,USA,Solar,2018,20533057312000.0
Mink Creek Hydro,USA,Hydro,1987,4855215000000.0
MinnDakota Wind LLC,USA,Wind,2008,14769857911000.0
Minneapolis City of,USA,Gas,1971,1164850000000.0
Minnesota Breeze LLC,USA,Wind,2006,13815586948000.0
Minnesota River,USA,Gas,2001,10581929774000.0
Minnie Solar,USA,Solar,2016,18695110842000.0
Minonk Wind Farm,USA,Wind,2012,16253972230000.0
Minot Wind Project,USA,Wind,2007,14474226905000.0
Mint Farm Generating Station,USA,Gas,2008,14769857911000.0
Minuteman Energy Storage,USA,Storage,2019,21380976119000.0
Minwind,USA,Wind,2002,10929112955000.0
Minwind 3-9,USA,Wind,2005,13039199193000.0
Mira Loma,USA,Solar,2011,15599728123000.0
Mira Loma Energy Storage Facility,USA,Storage,2017,19477336549000.0
Mira Loma Peaker,USA,Gas,2007,14474226905000.0
Miramar Energy Facility,USA,Gas,2007,14474226905000.0
Misenheimer Farm,USA,Solar,2016,18695110842000.0
Mission College Blvd. Fuel Cell,USA,Gas,2018,20533057312000.0
Mission Solar LLC,USA,Solar,2015,18206020741000.0
Mississippi Baptist Medical Center,USA,Gas,1991,6158129000000.0
Missouri River Wastewater Treatment,USA,Biomass,1990,5963144000000.0
Mitchell (WV),USA,Coal,1971,1164850000000.0
Mitchell Dam,USA,Hydro,1980,2857307000000.0
Mitchell Solar  LLC,USA,Solar,2015,18206020741000.0
Moapa Southern Paiute,USA,Solar,2017,19477336549000.0
Moberly,USA,Oil,1978,2351599000000.0
Mobile,USA,Oil,1990,5963144000000.0
Moccasin,USA,Hydro,1969,1019900000000.0
Moccasin Low Head Hydro Project,USA,Hydro,1987,4855215000000.0
Mocksville Farm,USA,Solar,2012,16253972230000.0
Mocksville Solar,USA,Solar,2017,19477336549000.0
Model City Energy Facility,USA,Waste,2001,10581929774000.0
Model Gas Power Station,USA,Waste,2001,10581929774000.0
Modern Innovative Energy LLC,USA,Waste,2006,13815586948000.0
Modlin Solar Farm,USA,Solar,2016,18695110842000.0
Moffett Solar Project,USA,Solar,2018,20533057312000.0
Mohave Electric Cooperative at Joy Lane,USA,Solar,2016,18695110842000.0
Mohave Electric at Fort Mohave,USA,Solar,2015,18206020741000.0
Mohonasen Central School District,USA,Solar,2019,21380976119000.0
Mojave 16,USA,Wind,1990,5963144000000.0
Mojave 18,USA,Wind,1990,5963144000000.0
Mojave 3,USA,Wind,1991,6158129000000.0
Mojave 4,USA,Wind,1991,6158129000000.0
Mojave 5,USA,Wind,1991,6158129000000.0
Mojave Siphon,USA,Hydro,1996,8073122000000.0
Mojave Solar Project,USA,Solar,2015,18206020741000.0
Moline,USA,Gas,1968,942500000000.0
MolsonCoors Irwindale Brewery,USA,Gas,2004,12217193198000.0
Moncure Farm LLC,USA,Solar,2014,17550680174000.0
Mondelez Global LLC,USA,Gas,1995,7639749000000.0
Monroe (MI),USA,Coal,1972,1279110000000.0
Monroe (MO),USA,Oil,1992,6520327000000.0
Monroe Community College Plant,USA,Gas,2004,12217193198000.0
Monroe County Sites A & B,USA,Solar,2018,20533057312000.0
Monroe County Sites C  D  & E,USA,Solar,2018,20533057312000.0
Monroe Generating Station,USA,Gas,2010,15048964444000.0
Monroe Middle School,USA,Oil,2006,13815586948000.0
Monroe Moore Farm,USA,Solar,2017,19477336549000.0
Monroe Solar Facility,USA,Solar,2017,19477336549000.0
Monroe Street,USA,Hydro,1993,6858559000000.0
Monroeville Solar,USA,Solar,2018,20533057312000.0
Monson Solar,USA,Solar,2014,17550680174000.0
Monson Solar  LLC,USA,Solar,2017,19477336549000.0
Mont Belvieu Cogeneration Unit,USA,Gas,2009,14478064934000.0
MontSun Community Solar,USA,Solar,2018,20533057312000.0
Montague Site 36-Grosolar,USA,Solar,2018,20533057312000.0
Montague Wind Power Facility LLC,USA,Wind,2019,21380976119000.0
Montana Power Station,USA,Gas,2015,18206020741000.0
Montana Solar Facility,USA,Solar,2017,19477336549000.0
Montauk Energy Storage Center,USA,Storage,2019,21380976119000.0
Montclair State University Cogen,USA,Gas,2015,18206020741000.0
Montefieor Medical Center Moses Division,USA,Gas,2001,10581929774000.0
Montefiore - Westchester Square,USA,Oil,1983,3634038000000.0
Montefiore Mount Vernon Hospital,USA,Oil,1976,1873412000000.0
Montefiore Nyack Hospital,USA,Oil,2001,10581929774000.0
Montefiore Weiler (Einstein) Hospital,USA,Oil,1995,7639749000000.0
Montefiore-New Rochelle,USA,Oil,1986,4579631000000.0
Monterey Diesel Generation Facility,USA,Oil,2016,18695110842000.0
Monterey One Water,USA,Biomass,1988,5236438000000.0
Monterey Regional Water Pollution Control Agency,USA,Solar,2011,15599728123000.0
Montevideo Solar LLC  CSG,USA,Solar,2019,21380976119000.0
Montezuma,USA,Oil,1978,2351599000000.0
Montezuma Wind II,USA,Wind,2012,16253972230000.0
Montfort Wind Energy Center,USA,Wind,2002,10929112955000.0
Montgomery County Correctional Facility,USA,Solar,2017,19477336549000.0
Montgomery County Oaks LFGE Plant,USA,Waste,2009,14478064934000.0
Montgomery County Resource Recovery,USA,Waste,1995,7639749000000.0
Montgomery County Solar,USA,Solar,2018,20533057312000.0
Montgomery Creek Hydro,USA,Hydro,1987,4855215000000.0
Montgomery Solar LLC,USA,Solar,2016,18695110842000.0
Montgomery Winsted CSG,USA,Solar,2017,19477336549000.0
Monticello Dam,USA,Hydro,1983,3634038000000.0
Monticello Nuclear Facility,USA,Nuclear,1971,1164850000000.0
Monticello Project CSG,USA,Solar,2018,20533057312000.0
Montpelier,USA,Oil,2000,10250947997000.0
Montpelier Electric Generating Station,USA,Gas,2001,10581929774000.0
Montrose Solar,USA,Solar,2017,19477336549000.0
Montville Station,USA,Oil,1968,942500000000.0
Monument,USA,Oil,1968,942500000000.0
Moonlight Packing - Phase 2,USA,Solar,2019,21380976119000.0
Moore Solar Farm,USA,Solar,2014,17550680174000.0
Mooreland,USA,Gas,1970,1073303000000.0
Moorhead Wind Turbine,USA,Wind,2000,10250947997000.0
Moorings Farm,USA,Solar,2013,16843190993000.0
Moorings Farm 2,USA,Solar,2017,19477336549000.0
Moose Lake,USA,Oil,2004,12217193198000.0
Moose River,USA,Hydro,1987,4855215000000.0
Mooseheart Power House,USA,Gas,1986,4579631000000.0
Mora,USA,Oil,1972,1279110000000.0
Mora Drop Hydroelectric Project,USA,Hydro,2006,13815586948000.0
Moraine II Wind LLC,USA,Wind,2009,14478064934000.0
Moraine Wind LLC,USA,Wind,2004,12217193198000.0
Moreau,USA,Oil,1978,2351599000000.0
Morehead Generating Facility,USA,Waste,2019,21380976119000.0
Morelos del Sol,USA,Solar,2015,18206020741000.0
Moretown,USA,Waste,2009,14478064934000.0
Moretown Generating Station,USA,Hydro,1989,5641580000000.0
Morgan Community Solar,USA,Solar,2017,19477336549000.0
Morgan Creek,USA,Gas,1988,5236438000000.0
Morgan Energy Center,USA,Gas,2003,11456442041000.0
Morgan Farm  LLC,USA,Solar,2016,18695110842000.0
Morgan Lancaster 1,USA,Solar,2015,18206020741000.0
Morgan's Corner,USA,Solar,2016,18695110842000.0
Morganton  Parker Road,USA,Oil,2002,10929112955000.0
Morganton Station 5,USA,Oil,2006,13815586948000.0
Morgantown,USA,Waste,2016,18695110842000.0
Morgantown Energy Facility,USA,Coal,1991,6158129000000.0
Morgantown Generating Plant,USA,Coal,1970,1073303000000.0
Morgantown Solar Park,USA,Solar,2011,15599728123000.0
Morin Solar 2013 LLC,USA,Solar,2014,17550680174000.0
Mormon Flat,USA,Hydro,1964,685800000000.0
Morning Light Wind Farm,USA,Wind,2012,16253972230000.0
Morning View,USA,Solar,2019,21380976119000.0
Morris Cogeneration LLC,USA,Gas,1998,9062818202000.0
Morrow Point,USA,Hydro,1971,1164850000000.0
Morton Salt Rittman,USA,Gas,2015,18206020741000.0
Mosaic Co Bartow Facility,USA,Cogeneration,1989,5641580000000.0
Mosaic Co Tampa Facility,USA,Cogeneration,1993,6858559000000.0
Mosaic New Wales Operations,USA,Cogeneration,1991,6158129000000.0
Mosaic Phosphates Uncle Sam,USA,Cogeneration,1995,7639749000000.0
Mosaic South Pierce Operations,USA,Cogeneration,1989,5641580000000.0
Moselle,USA,Gas,1994,7287236000000.0
Moser Generating Station,USA,Oil,1970,1073303000000.0
Mosinee Mill,USA,Biomass,1963,638600000000.0
Mossyrock,USA,Hydro,1968,942500000000.0
Mother Ann Lee,USA,Hydro,2007,14474226905000.0
Motiva Enterprises Port Arthur Refinery,USA,Gas,1996,8073122000000.0
Moulton Wind Power,USA,Wind,2002,10929112955000.0
Mount Clinton,USA,Oil,2001,10581929774000.0
Mount Elbert,USA,Hydro,1982,3343789000000.0
Mount Hope East,USA,Solar,2019,21380976119000.0
Mount Joy Wire,USA,Gas,2012,16253972230000.0
Mount Olive Farm,USA,Solar,2015,18206020741000.0
Mount Olive Solar,USA,Solar,2017,19477336549000.0
Mount Saint Mary's,USA,Solar,2012,16253972230000.0
Mount Signal Solar Farm V,USA,Solar,2018,20533057312000.0
Mount Sinai - Brooklyn,USA,Oil,2010,15048964444000.0
Mount Sinai Beth Israel,USA,Oil,1988,5236438000000.0
Mount Sinai Hospital,USA,Oil,1996,8073122000000.0
Mount Sinai South Nassau,USA,Oil,1985,4338979000000.0
Mount Vernon Solar,USA,Solar,2015,18206020741000.0
Mountain,USA,Oil,1972,1279110000000.0
Mountain Creek,USA,Gas,1963,638600000000.0
Mountain Home,USA,Wind,2008,14769857911000.0
Mountain Home Energy Center,USA,Oil,2002,10929112955000.0
Mountain Lake,USA,Oil,1981,3207041000000.0
Mountain View,USA,Waste,2003,11456442041000.0
Mountain View I&2,USA,Wind,2001,10581929774000.0
Mountain View III,USA,Wind,2004,12217193198000.0
Mountain View IV,USA,Wind,2012,16253972230000.0
Mountain View Solar,USA,Solar,2014,17550680174000.0
Mountain Village,USA,Oil,2007,14474226905000.0
Mountain Wind Power II LLC,USA,Wind,2008,14769857911000.0
Mountain Wind Power LLC,USA,Wind,2008,14769857911000.0
Mountaineer,USA,Coal,1980,2857307000000.0
Mountaineer Wind Energy Center,USA,Wind,2003,11456442041000.0
Mountainview Generating Station,USA,Gas,2006,13815586948000.0
Mower County Wind Energy Center,USA,Wind,2007,14474226905000.0
Moxie Freedom Generation Plant,USA,Gas,2018,20533057312000.0
Mt Ida Hydroelectric,USA,Hydro,1992,6520327000000.0
Mt Olive Farm 2,USA,Solar,2013,16843190993000.0
Mt Olive Solar 1,USA,Solar,2015,18206020741000.0
Mt Pleasant,USA,Oil,2002,10929112955000.0
Mt Poso Cogeneration,USA,Waste,1989,5641580000000.0
Mt Storm,USA,Coal,1968,942500000000.0
Mt Wachusett Community College,USA,Wind,2011,15599728123000.0
Mt. Home Solar 1  LLC,USA,Solar,2017,19477336549000.0
Mt. Hope DPC Solar,USA,Solar,2017,19477336549000.0
Mt. Tom Solar Project Hybrid,USA,Solar,2017,19477336549000.0
Mt.Sinai-St.Lukes Roosevelt Hosp. Center,USA,Oil,2007,14474226905000.0
Mtn. Solar 1,USA,Solar,2019,21380976119000.0
Mtn. Solar 2,USA,Solar,2019,21380976119000.0
Muck Valley Hydroelectric,USA,Hydro,1989,5641580000000.0
Muddy Run,USA,Hydro,1967,861700000000.0
Mulberry Cogeneration Facility,USA,Gas,1994,7287236000000.0
Mulberry Farm LLC,USA,Solar,2015,18206020741000.0
Multitrade Rabun Gap  LLC,USA,Waste,2010,15048964444000.0
Mulvane 2,USA,Oil,2003,11456442041000.0
Munich Re Plaza,USA,Solar,2012,16253972230000.0
Municipal Cogen Plant,USA,Gas,2015,18206020741000.0
Municipal Light,USA,Oil,1964,685800000000.0
Municipal Power Plant,USA,Gas,2002,10929112955000.0
Munnsville Wind Farm LLC,USA,Wind,2007,14474226905000.0
Munro Valley Solar,USA,Solar,2016,18695110842000.0
Munster Landfill Gas-to-Energy,USA,Waste,2012,16253972230000.0
Murdock Solar,USA,Solar,2016,18695110842000.0
Murphy Farm Power  LLC,USA,Solar,2011,15599728123000.0
Murphy Flat Solar,USA,Solar,2017,19477336549000.0
Murphy-Brown LLC,USA,Oil,1995,7639749000000.0
Murray,USA,Hydro,1988,5236438000000.0
Murray Hill Solar,USA,Solar,2011,15599728123000.0
Murray Turbine,USA,Gas,2001,10581929774000.0
Muscatine Plant #1,USA,Coal,1978,2351599000000.0
Muscogee Public Works,USA,Solar,2019,21380976119000.0
Museum of Science and Industry,USA,Gas,2003,11456442041000.0
Musgrave East Solar Farm,USA,Solar,2017,19477336549000.0
Musgrave West Solar Farm,USA,Solar,2017,19477336549000.0
Music City Community Solar,USA,Solar,2018,20533057312000.0
Muskogee,USA,Gas,1980,2857307000000.0
Muskogee Mill,USA,Gas,1980,2857307000000.0
Musselshell Wind Project,USA,Wind,2013,16843190993000.0
Musselshell Wind Project Two LLC,USA,Wind,2013,16843190993000.0
Mustang,USA,Gas,2017,19477336549000.0
Mustang Hills LLC,USA,Wind,2012,16253972230000.0
Mustang Solar,USA,Solar,2018,20533057312000.0
Mustang Station,USA,Gas,1999,9631174489000.0
Mustang Station Unit 4,USA,Gas,2008,14769857911000.0
Myrtle Beach,USA,Oil,1969,1019900000000.0
Mystic Generating Station,USA,Gas,1995,7639749000000.0
NA 1(Hagerstown),USA,Storage,2017,19477336549000.0
NAEA Lakewood LLC,USA,Gas,1994,7287236000000.0
NAEA Ocean Peaking Power LLC,USA,Gas,2003,11456442041000.0
NAFTA Region Olefins Complex Cogen Fac,USA,Gas,2001,10581929774000.0
NASA Johnson Space Center CHP,USA,Gas,2018,20533057312000.0
NBC Field's Point Wind Farm,USA,Wind,2012,16253972230000.0
NC 102 Project LLC,USA,Solar,2018,20533057312000.0
NCAH Central Utility Plant,USA,Oil,2005,13039199193000.0
NCSU CCUP Cogeneration Plant,USA,Gas,2019,21380976119000.0
NCSU Cates Cogeneration Plant,USA,Gas,2012,16253972230000.0
NECCO Co-Generation,USA,Gas,2004,12217193198000.0
NEDC Solar Site,USA,Solar,2010,15048964444000.0
NES Rutgers Solar,USA,Solar,2012,16253972230000.0
NFM Solar Power LLC,USA,Solar,2012,16253972230000.0
NGP Blue Mountain I LLC,USA,Geothermal,2009,14478064934000.0
NHA at Mansfield NJ,USA,Solar,2016,18695110842000.0
NHH003 Clarkson Fuel Cell,USA,Gas,2018,20533057312000.0
NHH004 Winthrop Fuel Cell,USA,Gas,2018,20533057312000.0
NIH Cogeneration Facility,USA,Gas,2018,20533057312000.0
NIST Solar,USA,Solar,2019,21380976119000.0
NJ Oak Solar Plant,USA,Solar,2012,16253972230000.0
NJMC Landfill,USA,Solar,2012,16253972230000.0
NLMU Wind,USA,Wind,2011,15599728123000.0
NRG Chalk Point CT,USA,Gas,1990,5963144000000.0
NRG Elbow Creek Energy Storage Project,USA,Storage,2017,19477336549000.0
NRG Energy San Diego,USA,Gas,1986,4579631000000.0
NRG Rockford I,USA,Gas,2000,10250947997000.0
NRG Rockford II Energy Center,USA,Gas,2002,10929112955000.0
NRG Sterlington Power,USA,Gas,2000,10250947997000.0
NSB Anaktuvuk Pass,USA,Oil,2000,10250947997000.0
NSB Atqasuk Utility,USA,Oil,1997,8577554457000.0
NSB Kaktovik Utility,USA,Oil,2000,10250947997000.0
NSB Nuiqsut Utility,USA,Oil,2004,12217193198000.0
NSB Point Hope Utility,USA,Oil,2004,12217193198000.0
NSB Point Lay Utility,USA,Oil,2013,16843190993000.0
NSB Wainwright Utility,USA,Oil,1995,7639749000000.0
NVSS-II,USA,Solar,2017,19477336549000.0
NWP Indian Mesa Wind Farm,USA,Wind,2001,10581929774000.0
NY - CSG - Ellsworth II,USA,Solar,2019,21380976119000.0
NY - Presbyt. Hospital - 525 E 68TH St,USA,Oil,2009,14478064934000.0
NY Times Daily Production Facility,USA,Oil,2006,13815586948000.0
NYC-HH - CONEY ISLAND HOSPITAL,USA,Oil,2000,10250947997000.0
NYC-HH-New Bellevue Hospital,USA,Oil,2006,13815586948000.0
NYP-Hudson Valley Hospital Center,USA,Oil,2012,16253972230000.0
NYP-Lower Manhattan Hospital,USA,Oil,1992,6520327000000.0
NYPH - Lawrence,USA,Oil,2010,15048964444000.0
NYPH-Queens,USA,Oil,2006,13815586948000.0
NYU LANGONE HEALTH,USA,Oil,2013,16843190993000.0
NYU Langone - Orthopedic,USA,Oil,2010,15048964444000.0
NYU Luthern Medical Center,USA,Oil,2001,10581929774000.0
Nacimiento Hydro Project,USA,Hydro,1987,4855215000000.0
Nacogdoches Power,USA,Waste,2012,16253972230000.0
Naknek,USA,Oil,2004,12217193198000.0
Nalco,USA,Gas,1985,4338979000000.0
Nanticoke LFG,USA,Waste,2006,13815586948000.0
Nantucket Hybrid,USA,Oil,2019,21380976119000.0
Napoleon Biogas,USA,Biomass,2014,17550680174000.0
Napoleon Peaking,USA,Oil,1999,9631174489000.0
Napoleon Peaking Station,USA,Gas,2000,10250947997000.0
Napoleon Solar I,USA,Solar,2012,16253972230000.0
Narrows 2,USA,Hydro,1970,1073303000000.0
Narrows Gas Turbines Generating,USA,Gas,1972,1279110000000.0
Nash 58 Farm,USA,Solar,2013,16843190993000.0
Nash 64 Farm,USA,Solar,2014,17550680174000.0
Nash 97 Solar  LLC,USA,Solar,2016,18695110842000.0
Nashua Plant,USA,Waste,2009,14478064934000.0
Nashville Farms  LLC,USA,Solar,2016,18695110842000.0
Nassau Energy Corp,USA,Gas,1991,6158129000000.0
Natick Mall,USA,Solar,2018,20533057312000.0
National Raisin,USA,Solar,2015,18206020741000.0
Nationals,USA,Solar,2019,21380976119000.0
NaturEner Glacier Wind Energy 1,USA,Wind,2008,14769857911000.0
NaturEner Glacier Wind Energy 2,USA,Wind,2009,14478064934000.0
NaturEner Rim Rock Energy,USA,Wind,2013,16843190993000.0
Naughton,USA,Coal,1968,942500000000.0
Nautilus Goat Island Solar CSG LLC,USA,Solar,2019,21380976119000.0
Nautilus Lindstrom Solar CSG,USA,Solar,2019,21380976119000.0
Nautilus Saint Cloud Solar CSG,USA,Solar,2019,21380976119000.0
Nautilus Winsted Solar CSG,USA,Solar,2019,21380976119000.0
Navajo Dam,USA,Hydro,1989,5641580000000.0
Navajo Solar Power Generation Station 1 LLC,USA,Solar,2014,17550680174000.0
Naval Air Weapons Station China Lake,USA,Solar,2012,16253972230000.0
Naval Hospital Medical Center,USA,Gas,2004,12217193198000.0
Naval Submarine Base Kings Bay,USA,Oil,1987,4855215000000.0
Navy Yard Peaker Station,USA,Gas,2018,20533057312000.0
Neal Hot Springs Geothermal Project,USA,Geothermal,2012,16253972230000.0
Nearman Creek,USA,Coal,1987,4855215000000.0
Nebo Power Station,USA,Gas,2004,12217193198000.0
Nebraska City,USA,Coal,1994,7287236000000.0
Nebraska City # 1,USA,Gas,1968,942500000000.0
Nebraska City # 2,USA,Gas,1998,9062818202000.0
Nebraska Valley Solar Farm,USA,Solar,2016,18695110842000.0
NedPower Mount Storm,USA,Wind,2008,14769857911000.0
Neil Simpson Gas Turbine #2,USA,Gas,2001,10581929774000.0
Neil Simpson II,USA,Coal,1996,8073122000000.0
Neisler Street Solar,USA,Solar,2015,18206020741000.0
Nellis Air Force Base Solar Array,USA,Solar,2007,14474226905000.0
Nellis Solar PV II,USA,Solar,2015,18206020741000.0
Nelson Creek,USA,Hydro,1989,5641580000000.0
Nelson Energy Center,USA,Gas,2015,18206020741000.0
Nelson Gardens Landfill Gas to Energy,USA,Waste,2014,17550680174000.0
Neptune Gas Processing Plant,USA,Other,2004,12217193198000.0
Nesvold Watertown Solar,USA,Solar,2018,20533057312000.0
Neuse River Solar Farm,USA,Solar,2012,16253972230000.0
Nevada,USA,Oil,1974,1545243000000.0
Nevada Cogen Assoc#1 GarnetVly,USA,Gas,1992,6520327000000.0
Nevada Cogen Associates 2 Black Mountain,USA,Gas,1992,6520327000000.0
Nevada Solar One,USA,Solar,2007,14474226905000.0
New Auburn DPC Solar,USA,Solar,2018,20533057312000.0
New Badger,USA,Hydro,2014,17550680174000.0
New Bedford (MA) Plymouth,USA,Solar,2014,17550680174000.0
New Bern,USA,Waste,2008,14769857911000.0
New Bern Farm,USA,Solar,2014,17550680174000.0
New Castle Solar RES,USA,Solar,2016,18695110842000.0
New Covert Generating Facility,USA,Gas,2004,12217193198000.0
New Creek Wind,USA,Wind,2017,19477336549000.0
New England Wind LLC,USA,Wind,2013,16843190993000.0
New Frontier Wind,USA,Wind,2019,21380976119000.0
New Germany Community Solar Garden,USA,Solar,2018,20533057312000.0
New Hampton,USA,Gas,1982,3343789000000.0
New Harvest Wind Project LLC,USA,Wind,2012,16253972230000.0
New Haven Harbor,USA,Gas,1985,4338979000000.0
New Haven Solar RES,USA,Solar,2016,18695110842000.0
